AGE75591.1	HD73_0001
AGE81183.1	HD73_5606
AGE81184.1	HD73_5607
AGE81185.1	HD73_5608
AGE81186.1	HD73_5609
AGE81187.1	HD73_5610
AGE81188.1	HD73_5611
AGE81189.1	HD73_5612
AGE81190.1	HD73_5613
AGE81191.1	HD73_5614
AGE81192.1	HD73_5615
AGE81193.1	HD73_5616
AGE81194.1	HD73_5617
AGE81195.1	HD73_5618
AGE81196.1	HD73_5619
AGE81197.1	HD73_5620
AGE81198.1	HD73_5621
AGE81199.1	HD73_5622
AGE81200.1	HD73_5623
AGE81201.1	HD73_5624
AGE81202.1	HD73_5625
AGE81203.1	HD73_5626
AGE81204.1	HD73_5627
AGE81205.1	HD73_5628
AGE81206.1	HD73_5629
AGE81207.1	HD73_5630
AGE81208.1	HD73_5631
AGE81209.1	HD73_5632
AGE81210.1	HD73_5633
AGE81211.1	HD73_5634
AGE81212.1	HD73_5635
AGE81213.1	HD73_5636
AGE81214.1	HD73_5637
AGE81215.1	HD73_5638
AGE81216.1	HD73_5639
AGE81217.1	HD73_5640
AGE81218.1	HD73_5641
AGE81219.1	HD73_5642
AGE81220.1	HD73_5643
AGE81221.1	HD73_5644
AGE81222.1	HD73_5645
AGE81223.1	HD73_5646
AGE81224.1	HD73_5647
AGE81225.1	HD73_5648
AGE81226.1	HD73_5649
AGE81227.1	HD73_5650
AGE81228.1	HD73_5651
AGE81229.1	HD73_5652
AGE81230.1	HD73_5653
AGE81231.1	HD73_5654
AGE81232.1	HD73_5655
AGE81233.1	HD73_5656
AGE81234.1	HD73_5657
AGE81235.1	HD73_5658
AGE81236.1	HD73_5659
AGE81237.1	HD73_5660
AGE81238.1	HD73_5661
AGE81239.1	HD73_5662
AGE81240.1	HD73_5663
AGE81241.1	HD73_5664
AGE81242.1	HD73_5665
AGE81243.1	HD73_5666
AGE81244.1	HD73_5667
AGE81245.1	HD73_5668
AGE81246.1	HD73_5669
AGE81247.1	HD73_5670
AGE81248.1	HD73_5671
AGE81249.1	HD73_5672
AGE81250.1	HD73_5673
AGE81251.1	HD73_5674
AGE81252.1	HD73_5675
AGE81253.1	HD73_5676
AGE81254.1	HD73_5677
AGE81255.1	HD73_5678
AGE81256.1	HD73_5679
AGE81257.1	HD73_5680
AGE81258.1	HD73_5681
AGE81259.1	HD73_5682
AGE81260.1	HD73_5683
AGE81261.1	HD73_5684
AGE81262.1	HD73_5685
AGE81263.1	HD73_5686
AGE81264.1	HD73_5687
AGE81265.1	HD73_5688
AGE81266.1	HD73_5689
AGE81267.1	HD73_5690
AGE81268.1	HD73_5691
AGE81269.1	HD73_5692
AGE81270.1	HD73_5693
AGE81271.1	HD73_5694
AGE81272.1	HD73_5695
AGE81273.1	HD73_5696
AGE81274.1	HD73_5697
AGE81275.1	HD73_5698
AGE81276.1	HD73_5699
AGE81277.1	HD73_5700
AGE81278.1	HD73_5701
AGE81279.1	HD73_5702
AGE81280.1	HD73_5703
AGE81281.1	HD73_5704
AGE81282.1	HD73_5705
AGE81283.1	HD73_5706
AGE81284.1	HD73_5707
AGE81285.1	HD73_5708
AGE81286.1	HD73_5709
AGE81287.1	HD73_5710
AGE81288.1	HD73_5711
AGE81289.1	HD73_5712
AGE81290.1	HD73_5713
AGE81291.1	HD73_5714
AGE81292.1	HD73_5715
AGE81293.1	HD73_5716
AGE81294.1	HD73_5717
AGE81295.1	HD73_5718
AGE81296.1	HD73_5719
AGE81297.1	HD73_5720
AGE81298.1	HD73_5721
AGE81299.1	HD73_5722
AGE81300.1	HD73_5723
AGE81301.1	HD73_5724
AGE81302.1	HD73_5725
AGE81303.1	HD73_5726
AGE81304.1	HD73_5727
AGE81305.1	HD73_5728
AGE81306.1	HD73_5729
AGE81307.1	HD73_5730
AGE81308.1	HD73_5731
AGE81309.1	HD73_5732
AGE81310.1	HD73_5733
AGE81311.1	HD73_5734
AGE81312.1	HD73_5735
AGE81313.1	HD73_5736
AGE81314.1	HD73_5737
AGE81315.1	HD73_5738
AGE81316.1	HD73_5739
AGE81317.1	HD73_5740
AGE81318.1	HD73_5741
AGE81319.1	HD73_5742
AGE81320.1	HD73_5743
AGE81321.1	HD73_5744
AGE81322.1	HD73_5745
AGE81323.1	HD73_5746
AGE81324.1	HD73_5747
AGE81325.1	HD73_5748
AGE81326.1	HD73_5749
AGE81327.1	HD73_5750
AGE81328.1	HD73_5751
AGE81329.1	HD73_5752
AGE81330.1	HD73_5753
AGE81331.1	HD73_5754
AGE81332.1	HD73_5755
AGE81333.1	HD73_5756
AGE81334.1	HD73_5757
AGE81335.1	HD73_5758
AGE81336.1	HD73_5759
AGE81337.1	HD73_5760
AGE81338.1	HD73_5761
AGE81339.1	HD73_5762
AGE81340.1	HD73_5763
AGE81341.1	HD73_5764
AGE81342.1	HD73_5765
AGE81343.1	HD73_5766
AGE81344.1	HD73_5767
AGE81345.1	HD73_5768
AGE81346.1	HD73_5769
AGE81347.1	HD73_5770
AGE81348.1	HD73_5771
AGE81349.1	HD73_5772
AGE81350.1	HD73_5773
AGE81351.1	HD73_5774
AGE81352.1	HD73_5775
AGE81353.1	HD73_5776
AGE81354.1	HD73_5777
AGE81355.1	HD73_5778
AGE81356.1	HD73_5779
AGE81357.1	HD73_5780
AGE81358.1	HD73_5781
AGE81359.1	HD73_5782
AGE81360.1	HD73_5783
AGE81361.1	HD73_5784
AGE81362.1	HD73_5785
AGE81363.1	HD73_5786
AGE81364.1	HD73_5787
AGE81365.1	HD73_5788
AGE81366.1	HD73_5789
AGE81367.1	HD73_5790
AGE81368.1	HD73_5791
AGE81369.1	HD73_5792
AGE81370.1	HD73_5793
AGE81371.1	HD73_5794
AGE81372.1	HD73_5795
AGE81373.1	HD73_5796
AGE81374.1	HD73_5797
AGE81375.1	HD73_5798
AGE81376.1	HD73_5799
AGE81377.1	HD73_5800
AGE81378.1	HD73_5801
AGE81379.1	HD73_5802
AGE81380.1	HD73_5803
AGE81381.1	HD73_5804
AGE81382.1	HD73_5805
AGE81383.1	HD73_5806
AGE81384.1	HD73_5807
AGE81385.1	HD73_5808
AGE81386.1	HD73_5809
AGE81387.1	HD73_5810
AGE81388.1	HD73_5811
AGE81389.1	HD73_5812
AGE81390.1	HD73_5813
AGE81391.1	HD73_5814
AGE81392.1	HD73_5815
AGE81393.1	HD73_5816
AGE81394.1	HD73_5817
AGE81395.1	HD73_5818
AGE81396.1	HD73_5819
AGE81397.1	HD73_5820
AGE81398.1	HD73_5821
AGE81399.1	HD73_5822
AGE81400.1	HD73_5823
AGE81401.1	HD73_5824
AGE81402.1	HD73_5825
AGE81403.1	HD73_5826
AGE81404.1	HD73_5827
AGE81405.1	HD73_5828
AGE81406.1	HD73_5829
AGE81407.1	HD73_5830
AGE81408.1	HD73_5831
AGE81409.1	HD73_5832
AGE81410.1	HD73_5833
AGE81411.1	HD73_5834
AGE81412.1	HD73_5835
AGE81413.1	HD73_5836
AGE81414.1	HD73_5837
AGE81415.1	HD73_5838
AGE81416.1	HD73_5839
AGE81417.1	HD73_5840
AGE81418.1	HD73_5841
AGE81419.1	HD73_5842
AGE81420.1	HD73_5843
AGE81421.1	HD73_5844
AGE81422.1	HD73_5845
AGE81423.1	HD73_5846
AGE81424.1	HD73_5847
AGE81425.1	HD73_5848
AGE81426.1	HD73_5849
AGE81427.1	HD73_5850
AGE81428.1	HD73_5851
AGE81429.1	HD73_5852
AGE81430.1	HD73_5853
AGE81431.1	HD73_5854
AGE81432.1	HD73_5855
AGE81433.1	HD73_5856
AGE81434.1	HD73_5857
AGE81435.1	HD73_5858
AGE81436.1	HD73_5859
AGE81437.1	HD73_5860
AGE81438.1	HD73_5861
AGE81439.1	HD73_5862
AGE81440.1	HD73_5863
AGE81441.1	HD73_5864
AGE81442.1	HD73_5865
AGE81443.1	HD73_5866
AGE81444.1	HD73_5867
AGE81445.1	HD73_5868
AGE81446.1	HD73_5869
AGE81447.1	HD73_5870
AGE81448.1	HD73_5871
AGE81449.1	HD73_5872
AGE81450.1	HD73_5873
AGE81451.1	HD73_5874
AGE81452.1	HD73_5875
AGE81453.1	HD73_5876
AGE81454.1	HD73_5877
AGE81455.1	HD73_5878
AGE81456.1	HD73_5879
AGE81457.1	HD73_5880
AGE81458.1	HD73_5881
AGE81459.1	HD73_5882
AGE81460.1	HD73_5883
AGE81461.1	HD73_5884
AGE81462.1	HD73_5885
AGE81463.1	HD73_5886
AGE81464.1	HD73_5887
AGE81465.1	HD73_5888
AGE81466.1	HD73_5889
AGE81467.1	HD73_5890
AGE81468.1	HD73_5891
AGE81469.1	HD73_5892
AGE81470.1	HD73_5893
AGE81471.1	HD73_5894
AGE81472.1	HD73_5895
AGE81473.1	HD73_5896
AGE81474.1	HD73_5897
AGE81475.1	HD73_5898
AGE81476.1	HD73_5899
AGE81477.1	HD73_5900
AGE81478.1	HD73_5901
AGE81479.1	HD73_5902
AGE81480.1	HD73_5903
AGE81481.1	HD73_5904
AGE81482.1	HD73_5905
AGE81652.1	HD73_7501
AGE81653.1	HD73_7502
AGE81654.1	HD73_7503
AGE81655.1	HD73_7504
AGE81656.1	HD73_7505
AGE81657.1	HD73_7507
AGE81658.1	HD73_7509
AGE81659.1	HD73_7510
AGE81660.1	HD73_7511
AGE81661.1	HD73_7512
AGE81662.1	HD73_7513
AGE81663.1	HD73_7516
AGE81664.1	HD73_7517
AGE81665.1	HD73_7518
AGE81666.1	HD73_7519
AGE81667.1	HD73_7520
AGE81668.1	HD73_7521
AGE81669.1	HD73_7522
AGE81670.1	HD73_7523
AGE81671.1	HD73_7524
AGE81672.1	HD73_7525
AGE81673.1	HD73_7526
AGE81674.1	HD73_7527
AGE81675.1	HD73_7528
AGE81676.1	HD73_7529
AGE81677.1	HD73_7530
AGE81678.1	HD73_7531
AGE81679.1	HD73_7532
AGE81680.1	HD73_7533
AGE81681.1	HD73_7534
AGE81682.1	HD73_7535
AGE81683.1	HD73_7536
AGE81684.1	HD73_7537
AGE81685.1	HD73_7538
AGE81686.1	HD73_7539
AGE81687.1	HD73_7540
AGE81688.1	HD73_7541
AGE81689.1	HD73_7542
AGE81690.1	HD73_7543
AGE81691.1	HD73_7544
AGE81692.1	HD73_7545
AGE81693.1	HD73_7546
AGE81694.1	HD73_7547
AGE81695.1	HD73_7548
AGE81696.1	HD73_7549
AGE81697.1	HD73_7550
AGE81698.1	HD73_7551
AGE81699.1	HD73_7552
AGE81700.1	HD73_7553
AGE81701.1	HD73_7554
AGE81702.1	HD73_7555
AGE81703.1	HD73_7556
AGE81704.1	HD73_7557
AGE81705.1	HD73_7558
AGE81706.1	HD73_7559
AGE81707.1	HD73_7560
AGE81708.1	HD73_7561
AGE81709.1	HD73_7562
AGE81710.1	HD73_7563
AGE81711.1	HD73_7564
AGE81712.1	HD73_7565
AGE81713.1	HD73_7566
AGE81714.1	HD73_7567
AGE81715.1	HD73_7568
AGE81716.1	HD73_7569
AGE81717.1	HD73_7570
AGE81718.1	HD73_7571
AGE81719.1	HD73_7572
AGE81720.1	HD73_7573
AGE81721.1	HD73_7574
AGE81722.1	HD73_7575
AGE81723.1	HD73_7576
AGE81724.1	HD73_7577
AGE81725.1	HD73_8001
AGE81726.1	HD73_8002
AGE81727.1	HD73_8003
AGE81728.1	HD73_8004
AGE81729.1	HD73_8005
AGE81730.1	HD73_8006
AGE81731.1	HD73_8007
AGE81732.1	HD73_8008
AGE81733.1	HD73_8009
AGE81734.1	HD73_8010
AGE81735.1	HD73_8011
AGE81736.1	HD73_8012
AGE81737.1	HD73_8013
AGE81738.1	HD73_8014
AGE81739.1	HD73_8015
AGE81740.1	HD73_8016
AGE81741.1	HD73_8017
AGE81742.1	HD73_8018
AGE81743.1	HD73_8019
AGE81744.1	HD73_8020
AGE81745.1	HD73_8021
AGE81746.1	HD73_8022
AGE81747.1	HD73_8023
AGE81748.1	HD73_8024
AGE81749.1	HD73_8025
AGE81750.1	HD73_8026
AGE81777.1	HD73_9501
AGE81778.1	HD73_9502
AGE81779.1	HD73_9503
AGE81780.1	HD73_9504
AGE81781.1	HD73_9505
AGE81782.1	HD73_9506
AGE81783.1	HD73_9507
AGE81784.1	HD73_9508
AGE81483.1	HD73_6001
AGE81484.1	HD73_6002
AGE81485.1	HD73_6003
AGE81486.1	HD73_6004
AGE81487.1	HD73_6005
AGE81488.1	HD73_6006
AGE81489.1	HD73_6007
AGE81490.1	HD73_6008
AGE81491.1	HD73_6009
AGE81492.1	HD73_6010
AGE81493.1	HD73_6011
AGE81494.1	HD73_6012
AGE81495.1	HD73_6013
AGE81496.1	HD73_6014
AGE81497.1	HD73_6015
AGE81498.1	HD73_6016
AGE81499.1	HD73_6017
AGE81500.1	HD73_6018
AGE81501.1	HD73_6019
AGE81502.1	HD73_6020
AGE81503.1	HD73_6021
AGE81504.1	HD73_6022
AGE81505.1	HD73_6023
AGE81506.1	HD73_6024
AGE81507.1	HD73_6025
AGE81508.1	HD73_6026
AGE81509.1	HD73_6027
AGE81510.1	HD73_6028
AGE81511.1	HD73_6029
AGE81512.1	HD73_6031
AGE81513.1	HD73_6032
AGE81514.1	HD73_6033
AGE81515.1	HD73_6034
AGE81516.1	HD73_6035
AGE81517.1	HD73_6036
AGE81518.1	HD73_6037
AGE81519.1	HD73_6038
AGE81520.1	HD73_6039
AGE81521.1	HD73_6040
AGE81522.1	HD73_6041
AGE81523.1	HD73_6042
AGE81524.1	HD73_6043
AGE81525.1	HD73_6044
AGE81526.1	HD73_6045
AGE81527.1	HD73_6046
AGE81528.1	HD73_6047
AGE81529.1	HD73_6048
AGE81530.1	HD73_6049
AGE81531.1	HD73_6050
AGE81532.1	HD73_6051
AGE81533.1	HD73_6052
AGE81534.1	HD73_6053
AGE81535.1	HD73_6054
AGE81536.1	HD73_6055
AGE81537.1	HD73_6056
AGE81538.1	HD73_6057
AGE81539.1	HD73_6058
AGE81540.1	HD73_6059
AGE81541.1	HD73_6060
AGE81542.1	HD73_6061
AGE81543.1	HD73_6062
AGE81544.1	HD73_6063
AGE81545.1	HD73_6064
AGE81546.1	HD73_6065
AGE81547.1	HD73_6066
AGE81548.1	HD73_6067
AGE81549.1	HD73_6068
AGE81550.1	HD73_6069
AGE81551.1	HD73_6070
AGE81552.1	HD73_6071
AGE81553.1	HD73_6072
AGE81554.1	HD73_6073
AGE81555.1	HD73_6074
AGE81556.1	HD73_6075
AGE81557.1	HD73_7001
AGE81558.1	HD73_7002
AGE81559.1	HD73_7003
AGE81560.1	HD73_7004
AGE81561.1	HD73_7005
AGE81562.1	HD73_7006
AGE81563.1	HD73_7007
AGE81564.1	HD73_7008
AGE81565.1	HD73_7009
AGE81566.1	HD73_7010
AGE81567.1	HD73_7011
AGE81568.1	HD73_7012
AGE81569.1	HD73_7013
AGE81570.1	HD73_7014
AGE81571.1	HD73_7015
AGE81572.1	HD73_7016
AGE81573.1	HD73_7017
AGE81574.1	HD73_7018
AGE81575.1	HD73_7019
AGE81576.1	HD73_7020
AGE81577.1	HD73_7021
AGE81578.1	HD73_7022
AGE81579.1	HD73_7023
AGE81580.1	HD73_7024
AGE81581.1	HD73_7025
AGE81582.1	HD73_7026
AGE81583.1	HD73_7027
AGE81584.1	HD73_7028
AGE81585.1	HD73_7029
AGE81586.1	HD73_7030
AGE81587.1	HD73_7031
AGE81588.1	HD73_7032
AGE81589.1	HD73_7033
AGE81590.1	HD73_7034
AGE81591.1	HD73_7035
AGE81592.1	HD73_7036
AGE81593.1	HD73_7037
AGE81594.1	HD73_7038
AGE81595.1	HD73_7039
AGE81596.1	HD73_7040
AGE81597.1	HD73_7041
AGE81598.1	HD73_7042
AGE81599.1	HD73_7043
AGE81600.1	HD73_7044
AGE81601.1	HD73_7045
AGE81602.1	HD73_7046
AGE81603.1	HD73_7047
AGE81604.1	HD73_7048
AGE81605.1	HD73_7049
AGE81606.1	HD73_7050
AGE81607.1	HD73_7051
AGE81608.1	HD73_7052
AGE81609.1	HD73_7053
AGE81610.1	HD73_7054
AGE81611.1	HD73_7055
AGE81612.1	HD73_7056
AGE81613.1	HD73_7057
AGE81614.1	HD73_7058
AGE81615.1	HD73_7059
AGE81616.1	HD73_7060
AGE81617.1	HD73_7061
AGE81618.1	HD73_7062
AGE81619.1	HD73_7063
AGE81620.1	HD73_7064
AGE81621.1	HD73_7065
AGE81622.1	HD73_7066
AGE81623.1	HD73_7067
AGE81624.1	HD73_7068
AGE81625.1	HD73_7069
AGE81626.1	HD73_7070
AGE81627.1	HD73_7071
AGE81628.1	HD73_7072
AGE81629.1	HD73_7073
AGE81630.1	HD73_7074
AGE81631.1	HD73_7075
AGE81632.1	HD73_7076
AGE81633.1	HD73_7077
AGE81634.1	HD73_7078
AGE81635.1	HD73_7079
AGE81636.1	HD73_7080
AGE81637.1	HD73_7081
AGE81638.1	HD73_7082
AGE81639.1	HD73_7083
AGE81640.1	HD73_7084
AGE81641.1	HD73_7085
AGE81642.1	HD73_7086
AGE81643.1	HD73_7087
AGE81644.1	HD73_7088
AGE81645.1	HD73_7089
AGE81646.1	HD73_7090
AGE81647.1	HD73_7091
AGE81648.1	HD73_7092
AGE81649.1	HD73_7093
AGE81650.1	HD73_7094
AGE81651.1	HD73_7095
AGE81751.1	HD73_8501
AGE81752.1	HD73_8502
AGE81753.1	HD73_8503
AGE81754.1	HD73_8504
AGE81755.1	HD73_8505
AGE81756.1	HD73_8506
AGE81757.1	HD73_8507
AGE81758.1	HD73_8508
AGE81759.1	HD73_8509
AGE81760.1	HD73_8510
AGE81761.1	HD73_8511
AGE81762.1	HD73_8512
AGE81763.1	HD73_8513
AGE81764.1	HD73_8514
AGE81765.1	HD73_8515
AGE81766.1	HD73_8516
AGE81767.1	HD73_9001
AGE81768.1	HD73_9002
AGE81769.1	HD73_9003
AGE81770.1	HD73_9004
AGE81771.1	HD73_9005
AGE81772.1	HD73_9006
AGE81773.1	HD73_9007
AGE81774.1	HD73_9008
AGE81775.1	HD73_9009
AGE81776.1	HD73_9010
